Ten_Category,Ma_Khach_Hang,Ten_Khach_Hang,Email,So_Luot_Thue_Trong_Category,Lan_Thue_Gan_Nhat
Foreign,118,KIM CRUZ,KIM.CRUZ@sakilacustomer.org,2,2005-07-31 19:04:35
Foreign,119,SHERRY MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,2,2005-07-28 20:17:50
Foreign,121,JOSEPHINE GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,1,2005-05-26 09:24:26
Foreign,122,THELMA MURRAY,THELMA.MURRAY@sakilacustomer.org,2,2005-06-18 21:10:44
Foreign,123,SHANNON FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,1,2005-06-15 21:42:17
Foreign,125,ETHEL WEBB,ETHEL.WEBB@sakilacustomer.org,2,2005-07-30 23:55:20
Foreign,126,ELLEN SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,3,2005-08-17 03:50:33
Foreign,127,ELAINE STEVENS,ELAINE.STEVENS@sakilacustomer.org,1,2005-07-28 23:29:28
Foreign,128,MARJORIE TUCKER,MARJORIE.TUCKER@sakilacustomer.org,2,2005-08-19 08:25:16
Foreign,129,CARRIE PORTER,CARRIE.PORTER@sakilacustomer.org,2,2005-08-01 22:48:57
Foreign,130,CHARLOTTE HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,2,2005-08-01 15:52:01
Foreign,131,MONICA HICKS,MONICA.HICKS@sakilacustomer.org,2,2005-08-02 00:12:46
Foreign,132,ESTHER CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,3,2005-07-28 01:01:15
Foreign,133,PAULINE HENRY,PAULINE.HENRY@sakilacustomer.org,1,2005-07-08 17:54:18
Foreign,134,EMMA BOYD,EMMA.BOYD@sakilacustomer.org,1,2005-07-11 13:48:11
Foreign,135,JUANITA MASON,JUANITA.MASON@sakilacustomer.org,1,2005-07-29 03:37:07
Foreign,136,ANITA MORALES,ANITA.MORALES@sakilacustomer.org,1,2005-07-11 08:54:09
Foreign,137,RHONDA KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,2,2005-07-31 08:04:55
Foreign,139,AMBER DIXON,AMBER.DIXON@sakilacustomer.org,3,2005-08-02 01:34:26
Foreign,140,EVA RAMOS,EVA.RAMOS@sakilacustomer.org,1,2005-06-20 22:15:47
Foreign,141,DEBBIE REYES,DEBBIE.REYES@sakilacustomer.org,1,2005-07-07 04:00:20
Foreign,142,APRIL BURNS,APRIL.BURNS@sakilacustomer.org,2,2005-08-22 01:11:37
Foreign,143,LESLIE GORDON,LESLIE.GORDON@sakilacustomer.org,1,2005-07-31 14:02:50
Foreign,144,CLARA SHAW,CLARA.SHAW@sakilacustomer.org,1,2005-06-21 08:33:26
Foreign,145,LUCILLE HOLMES,LUCILLE.HOLMES@sakilacustomer.org,3,2005-08-20 21:48:38
Foreign,146,JAMIE RICE,JAMIE.RICE@sakilacustomer.org,2,2005-08-19 03:41:09
Foreign,147,JOANNE ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,1,2005-07-10 03:36:46
Foreign,148,ELEANOR HUNT,ELEANOR.HUNT@sakilacustomer.org,4,2005-08-22 22:26:13
Foreign,149,VALERIE BLACK,VALERIE.BLACK@sakilacustomer.org,1,2005-07-06 19:01:39
Foreign,150,DANIELLE DANIELS,DANIELLE.DANIELS@sakilacustomer.org,1,2005-08-19 21:23:19
Foreign,152,ALICIA MILLS,ALICIA.MILLS@sakilacustomer.org,1,2005-08-01 04:39:26
Foreign,154,MICHELE GRANT,MICHELE.GRANT@sakilacustomer.org,1,2005-07-07 14:13:05
Foreign,155,GAIL KNIGHT,GAIL.KNIGHT@sakilacustomer.org,1,2005-07-27 19:54:18
Foreign,156,BERTHA FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,1,2005-07-12 04:51:13
Foreign,157,DARLENE ROSE,DARLENE.ROSE@sakilacustomer.org,2,2005-07-31 16:03:56
Foreign,158,VERONICA STONE,VERONICA.STONE@sakilacustomer.org,1,2005-07-07 06:58:14
Foreign,159,JILL HAWKINS,JILL.HAWKINS@sakilacustomer.org,1,2005-08-22 16:14:25
Foreign,160,ERIN DUNN,ERIN.DUNN@sakilacustomer.org,2,2005-08-23 21:49:33
Foreign,161,GERALDINE PERKINS,GERALDINE.PERKINS@sakilacustomer.org,4,2005-08-01 05:47:37
Foreign,162,LAUREN HUDSON,LAUREN.HUDSON@sakilacustomer.org,1,2005-05-26 19:41:40
Foreign,163,CATHY SPENCER,CATHY.SPENCER@sakilacustomer.org,1,2005-07-28 17:15:11
Foreign,164,JOANN GARDNER,JOANN.GARDNER@sakilacustomer.org,2,2005-07-12 12:48:03
Foreign,166,LYNN PAYNE,LYNN.PAYNE@sakilacustomer.org,1,2005-08-20 05:28:11
Foreign,167,SALLY PIERCE,SALLY.PIERCE@sakilacustomer.org,1,2005-07-09 09:59:52
Foreign,168,REGINA BERRY,REGINA.BERRY@sakilacustomer.org,6,2005-08-22 09:25:24
Foreign,169,ERICA MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,3,2005-08-21 11:44:37
Foreign,170,BEATRICE ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,3,2005-07-31 00:41:23
Foreign,171,DOLORES WAGNER,DOLORES.WAGNER@sakilacustomer.org,2,2005-07-12 15:32:01
Foreign,172,BERNICE WILLIS,BERNICE.WILLIS@sakilacustomer.org,1,2005-07-30 03:11:44
Foreign,173,AUDREY RAY,AUDREY.RAY@sakilacustomer.org,1,2005-06-21 10:14:27
Foreign,174,YVONNE WATKINS,YVONNE.WATKINS@sakilacustomer.org,1,2005-06-16 06:34:59
Foreign,176,JUNE CARROLL,JUNE.CARROLL@sakilacustomer.org,4,2005-08-22 19:56:52
Foreign,178,MARION SNYDER,MARION.SNYDER@sakilacustomer.org,4,2005-08-19 12:04:03
Foreign,179,DANA HART,DANA.HART@sakilacustomer.org,2,2005-08-01 06:39:55
Foreign,180,STACY CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,1,2005-07-31 17:30:47
Foreign,181,ANA BRADLEY,ANA.BRADLEY@sakilacustomer.org,3,2006-02-14 15:16:03
Foreign,182,RENEE LANE,RENEE.LANE@sakilacustomer.org,2,2005-08-19 01:54:11
Foreign,183,IDA ANDREWS,IDA.ANDREWS@sakilacustomer.org,3,2005-08-19 01:40:43
Foreign,184,VIVIAN RUIZ,VIVIAN.RUIZ@sakilacustomer.org,1,2005-06-17 09:38:08
Foreign,185,ROBERTA HARPER,ROBERTA.HARPER@sakilacustomer.org,5,2005-08-18 06:07:26
Foreign,186,HOLLY FOX,HOLLY.FOX@sakilacustomer.org,5,2005-08-22 19:36:21
Foreign,188,MELANIE ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,1,2005-08-01 19:00:28
Foreign,189,LORETTA CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,2,2005-08-20 11:42:01
Foreign,191,JEANETTE GREENE,JEANETTE.GREENE@sakilacustomer.org,2,2005-08-22 22:12:02
Foreign,192,LAURIE LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,1,2005-07-11 13:27:09
Foreign,193,KATIE ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,1,2005-05-27 20:42:44
Foreign,196,ALMA AUSTIN,ALMA.AUSTIN@sakilacustomer.org,2,2005-08-23 20:10:13
Foreign,198,ELSIE KELLEY,ELSIE.KELLEY@sakilacustomer.org,4,2005-08-19 02:31:59
Foreign,199,BETH FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,1,2005-08-01 11:41:57
Foreign,200,JEANNE LAWSON,JEANNE.LAWSON@sakilacustomer.org,2,2006-02-14 15:16:03
Foreign,201,VICKI FIELDS,VICKI.FIELDS@sakilacustomer.org,1,2005-06-17 23:30:52
Foreign,202,CARLA GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,2,2005-07-29 22:34:35
Foreign,204,ROSEMARY SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,5,2005-08-22 23:48:56
Foreign,205,EILEEN CARR,EILEEN.CARR@sakilacustomer.org,1,2005-07-28 14:13:24
Foreign,206,TERRI VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,2,2005-07-11 23:38:49
Foreign,207,GERTRUDE CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,2,2005-07-07 01:10:33
Foreign,209,TONYA CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,2,2005-08-21 18:47:49
Foreign,210,ELLA OLIVER,ELLA.OLIVER@sakilacustomer.org,3,2005-08-18 09:45:33
Foreign,211,STACEY MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,3,2005-08-22 00:17:20
Foreign,212,WILMA RICHARDS,WILMA.RICHARDS@sakilacustomer.org,2,2005-07-09 07:07:18
Foreign,213,GINA WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,1,2005-06-19 04:19:04
Foreign,214,KRISTIN JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,3,2005-08-21 08:42:31
Foreign,215,JESSIE BANKS,JESSIE.BANKS@sakilacustomer.org,6,2005-08-18 08:27:28
Foreign,217,AGNES BISHOP,AGNES.BISHOP@sakilacustomer.org,1,2005-07-31 09:16:14
Foreign,218,VERA MCCOY,VERA.MCCOY@sakilacustomer.org,1,2005-06-18 06:10:23
Foreign,219,WILLIE HOWELL,WILLIE.HOWELL@sakilacustomer.org,2,2005-07-31 08:13:11
Foreign,220,CHARLENE ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,1,2005-08-01 21:11:39
Foreign,221,BESSIE MORRISON,BESSIE.MORRISON@sakilacustomer.org,1,2005-08-18 06:38:20
Foreign,222,DELORES HANSEN,DELORES.HANSEN@sakilacustomer.org,1,2005-07-09 11:22:39
Foreign,223,MELINDA FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,2,2005-08-23 04:20:38
Foreign,224,PEARL GARZA,PEARL.GARZA@sakilacustomer.org,5,2005-08-23 19:11:29
Foreign,225,ARLENE HARVEY,ARLENE.HARVEY@sakilacustomer.org,1,2005-08-02 18:23:01
Foreign,226,MAUREEN LITTLE,MAUREEN.LITTLE@sakilacustomer.org,1,2005-07-27 13:55:34
Foreign,227,COLLEEN BURTON,COLLEEN.BURTON@sakilacustomer.org,2,2005-07-31 00:52:24
Foreign,228,ALLISON STANLEY,ALLISON.STANLEY@sakilacustomer.org,4,2006-02-14 15:16:03
Foreign,229,TAMARA NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,1,2005-07-08 02:42:03
Foreign,230,JOY GEORGE,JOY.GEORGE@sakilacustomer.org,2,2005-07-27 15:59:19
Foreign,232,CONSTANCE REID,CONSTANCE.REID@sakilacustomer.org,3,2005-08-19 02:15:32
Foreign,233,LILLIE KIM,LILLIE.KIM@sakilacustomer.org,2,2005-07-29 12:48:54
Foreign,234,CLAUDIA FULLER,CLAUDIA.FULLER@sakilacustomer.org,4,2005-08-19 04:47:48
Foreign,236,MARCIA DEAN,MARCIA.DEAN@sakilacustomer.org,5,2005-08-21 09:25:11
Foreign,237,TANYA GILBERT,TANYA.GILBERT@sakilacustomer.org,1,2005-05-26 04:49:17
Foreign,239,MINNIE ROMERO,MINNIE.ROMERO@sakilacustomer.org,2,2005-08-20 22:34:34
Foreign,241,HEIDI LARSON,HEIDI.LARSON@sakilacustomer.org,3,2005-08-19 06:06:26
Foreign,242,GLENDA FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,2,2005-08-17 03:36:06
Foreign,244,VIOLA HANSON,VIOLA.HANSON@sakilacustomer.org,3,2005-08-02 09:58:15
Foreign,245,COURTNEY DAY,COURTNEY.DAY@sakilacustomer.org,3,2005-08-02 12:16:48
Foreign,246,MARIAN MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,3,2005-08-20 11:11:42
Foreign,247,STELLA MORENO,STELLA.MORENO@sakilacustomer.org,1,2005-07-09 16:48:29
Foreign,248,CAROLINE BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,3,2005-08-22 03:58:29
Foreign,249,DORA MEDINA,DORA.MEDINA@sakilacustomer.org,1,2005-08-17 05:47:32
Foreign,250,JO FOWLER,JO.FOWLER@sakilacustomer.org,2,2005-08-18 07:47:31
Foreign,251,VICKIE BREWER,VICKIE.BREWER@sakilacustomer.org,2,2005-08-19 11:51:39
Foreign,253,TERRY CARLSON,TERRY.CARLSON@sakilacustomer.org,2,2005-08-02 00:38:14
Foreign,254,MAXINE SILVA,MAXINE.SILVA@sakilacustomer.org,1,2005-07-09 03:20:30
Foreign,255,IRMA PEARSON,IRMA.PEARSON@sakilacustomer.org,1,2005-07-28 01:31:45
Foreign,257,MARSHA DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,5,2005-08-02 18:44:45
Foreign,258,MYRTLE FLEMING,MYRTLE.FLEMING@sakilacustomer.org,2,2005-07-28 08:09:48
Foreign,259,LENA JENSEN,LENA.JENSEN@sakilacustomer.org,1,2005-07-07 11:13:07
Foreign,260,CHRISTY VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1,2005-08-19 23:42:52
Foreign,261,DEANNA BYRD,DEANNA.BYRD@sakilacustomer.org,4,2005-08-17 16:28:24
Foreign,262,PATSY DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,2,2005-07-30 08:50:25
Foreign,263,HILDA HOPKINS,HILDA.HOPKINS@sakilacustomer.org,2,2005-08-21 12:13:10
Foreign,264,GWENDOLYN MAY,GWENDOLYN.MAY@sakilacustomer.org,1,2005-08-18 13:41:32
Foreign,265,JENNIE TERRY,JENNIE.TERRY@sakilacustomer.org,2,2005-08-22 05:59:59
Foreign,267,MARGIE WADE,MARGIE.WADE@sakilacustomer.org,4,2005-08-22 16:35:47
Foreign,268,NINA SOTO,NINA.SOTO@sakilacustomer.org,2,2005-07-11 07:49:53
Foreign,269,CASSANDRA WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,2,2005-07-08 19:36:17
Foreign,270,LEAH CURTIS,LEAH.CURTIS@sakilacustomer.org,1,2005-08-18 10:50:07
Foreign,271,PENNY NEAL,PENNY.NEAL@sakilacustomer.org,1,2005-08-18 02:49:54
Foreign,273,PRISCILLA LOWE,PRISCILLA.LOWE@sakilacustomer.org,1,2005-08-01 20:39:32
Foreign,274,NAOMI JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,4,2005-08-22 18:24:16
Foreign,275,CAROLE BARNETT,CAROLE.BARNETT@sakilacustomer.org,1,2005-07-27 23:33:57
Foreign,276,BRANDY GRAVES,BRANDY.GRAVES@sakilacustomer.org,1,2005-08-02 07:36:44
Foreign,277,OLGA JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,1,2005-08-21 22:53:01
Foreign,278,BILLIE HORTON,BILLIE.HORTON@sakilacustomer.org,3,2005-08-21 06:21:24
Foreign,280,TRACEY BARRETT,TRACEY.BARRETT@sakilacustomer.org,3,2005-08-19 16:12:49
Foreign,282,JENNY CASTRO,JENNY.CASTRO@sakilacustomer.org,4,2005-08-02 12:47:30
Foreign,283,FELICIA SUTTON,FELICIA.SUTTON@sakilacustomer.org,2,2005-07-28 08:14:12
Foreign,284,SONIA GREGORY,SONIA.GREGORY@sakilacustomer.org,4,2006-02-14 15:16:03
Foreign,286,VELMA LUCAS,VELMA.LUCAS@sakilacustomer.org,2,2005-07-29 06:20:18
Foreign,287,BECKY MILES,BECKY.MILES@sakilacustomer.org,2,2005-07-27 16:19:40
Foreign,289,VIOLET RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,4,2005-07-27 13:46:55
Foreign,290,KRISTINA CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,1,2005-08-20 08:57:51
Foreign,291,TONI HOLT,TONI.HOLT@sakilacustomer.org,1,2005-06-18 08:22:34
Foreign,292,MISTY LAMBERT,MISTY.LAMBERT@sakilacustomer.org,2,2005-08-02 11:31:33
Foreign,294,SHELLY WATTS,SHELLY.WATTS@sakilacustomer.org,1,2005-08-02 18:39:16
Foreign,295,DAISY BATES,DAISY.BATES@sakilacustomer.org,4,2005-08-02 07:32:01
Foreign,296,RAMONA HALE,RAMONA.HALE@sakilacustomer.org,1,2005-07-09 05:48:22
Foreign,299,JAMES GANNON,JAMES.GANNON@sakilacustomer.org,3,2005-07-12 13:58:51
Foreign,300,JOHN FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,3,2005-08-22 10:08:50
Foreign,301,ROBERT BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,1,2005-07-10 11:28:32
Foreign,304,DAVID ROYAL,DAVID.ROYAL@sakilacustomer.org,2,2005-08-17 18:13:55
Foreign,305,RICHARD MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,5,2005-08-23 06:59:07
Foreign,306,CHARLES KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,2,2005-08-20 10:08:27
Foreign,307,JOSEPH JOY,JOSEPH.JOY@sakilacustomer.org,2,2005-07-06 23:24:03
Foreign,308,THOMAS GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,1,2005-06-17 13:54:20
Foreign,310,DANIEL CABRAL,DANIEL.CABRAL@sakilacustomer.org,2,2005-08-18 21:02:50
Foreign,311,PAUL TROUT,PAUL.TROUT@sakilacustomer.org,1,2005-07-29 08:36:53
Foreign,312,MARK RINEHART,MARK.RINEHART@sakilacustomer.org,1,2005-07-12 14:50:34
Foreign,313,DONALD MAHON,DONALD.MAHON@sakilacustomer.org,1,2005-06-15 10:16:27
Foreign,314,GEORGE LINTON,GEORGE.LINTON@sakilacustomer.org,2,2005-07-29 14:45:45
Foreign,315,KENNETH GOODEN,KENNETH.GOODEN@sakilacustomer.org,2,2005-08-02 13:43:49
Foreign,316,STEVEN CURLEY,STEVEN.CURLEY@sakilacustomer.org,1,2005-08-23 15:34:49
Foreign,319,RONALD WEINER,RONALD.WEINER@sakilacustomer.org,1,2005-08-17 01:50:26
Foreign,320,ANTHONY SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,1,2005-07-06 12:40:38
Foreign,321,KEVIN SCHULER,KEVIN.SCHULER@sakilacustomer.org,3,2005-08-17 07:53:03
Foreign,322,JASON MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,1,2005-08-20 21:45:51
Foreign,323,MATTHEW MAHAN,MATTHEW.MAHAN@sakilacustomer.org,2,2005-08-17 23:16:46
Foreign,324,GARY COY,GARY.COY@sakilacustomer.org,2,2005-08-19 21:02:21
Foreign,325,TIMOTHY BUNN,TIMOTHY.BUNN@sakilacustomer.org,1,2005-08-21 19:59:33
Foreign,326,JOSE ANDREW,JOSE.ANDREW@sakilacustomer.org,1,2005-05-30 21:52:42
Foreign,329,FRANK WAGGONER,FRANK.WAGGONER@sakilacustomer.org,1,2005-07-08 10:19:28
Foreign,330,SCOTT SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,1,2005-07-06 05:25:03
Foreign,332,STEPHEN QUALLS,STEPHEN.QUALLS@sakilacustomer.org,2,2005-08-01 08:54:26
Foreign,333,ANDREW PURDY,ANDREW.PURDY@sakilacustomer.org,2,2005-08-22 18:05:21
Foreign,334,RAYMOND MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,5,2005-08-23 09:06:17
Foreign,335,GREGORY MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,3,2006-02-14 15:16:03
Foreign,337,JERRY JORDON,JERRY.JORDON@sakilacustomer.org,1,2005-05-28 10:30:13
Foreign,338,DENNIS GILMAN,DENNIS.GILMAN@sakilacustomer.org,2,2005-08-22 15:26:29
Foreign,339,WALTER PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,4,2005-07-31 06:10:48
Foreign,340,PATRICK NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,1,2005-07-11 21:58:48
Foreign,342,HAROLD MARTINO,HAROLD.MARTINO@sakilacustomer.org,2,2005-08-20 07:21:15
Foreign,343,DOUGLAS GRAF,DOUGLAS.GRAF@sakilacustomer.org,2,2005-06-18 19:58:12
Foreign,344,HENRY BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,2,2005-07-27 19:19:53
Foreign,345,CARL ARTIS,CARL.ARTIS@sakilacustomer.org,1,2005-07-29 16:44:48
Foreign,346,ARTHUR SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,1,2005-07-28 12:50:55
Foreign,348,ROGER QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,2,2005-08-02 13:58:55
Foreign,349,JOE GILLILAND,JOE.GILLILAND@sakilacustomer.org,4,2005-08-23 19:19:06
Foreign,351,JACK FOUST,JACK.FOUST@sakilacustomer.org,2,2005-07-31 21:20:59
Foreign,352,ALBERT CROUSE,ALBERT.CROUSE@sakilacustomer.org,3,2005-08-21 01:43:11
Foreign,354,JUSTIN NGO,JUSTIN.NGO@sakilacustomer.org,2,2005-08-19 07:32:16
Foreign,355,TERRY GRISSOM,TERRY.GRISSOM@sakilacustomer.org,3,2005-07-12 11:39:55
Foreign,356,GERALD FULTZ,GERALD.FULTZ@sakilacustomer.org,6,2005-08-23 10:32:52
Foreign,358,SAMUEL MARLOW,SAMUEL.MARLOW@sakilacustomer.org,1,2005-06-19 16:27:35
Foreign,360,RALPH MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,2,2005-05-29 14:07:58
Foreign,361,LAWRENCE LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,5,2005-08-23 18:41:11
Foreign,362,NICHOLAS BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,2,2005-08-20 06:02:48
Foreign,363,ROY WHITING,ROY.WHITING@sakilacustomer.org,3,2005-07-31 16:58:42
Foreign,364,BENJAMIN VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,2,2005-08-19 04:24:35
Foreign,365,BRUCE SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,1,2005-07-29 20:29:34
Foreign,366,BRANDON HUEY,BRANDON.HUEY@sakilacustomer.org,2,2005-07-06 06:38:21
Foreign,367,ADAM GOOCH,ADAM.GOOCH@sakilacustomer.org,3,2005-08-18 08:07:25
Foreign,368,HARRY ARCE,HARRY.ARCE@sakilacustomer.org,2,2005-08-19 21:33:35
Foreign,369,FRED WHEAT,FRED.WHEAT@sakilacustomer.org,3,2005-07-29 00:27:04
Foreign,370,WAYNE TRUONG,WAYNE.TRUONG@sakilacustomer.org,1,2005-08-23 20:13:31
Foreign,371,BILLY POULIN,BILLY.POULIN@sakilacustomer.org,2,2005-07-09 09:26:55
Foreign,372,STEVE MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,3,2005-08-22 09:43:18
Foreign,373,LOUIS LEONE,LOUIS.LEONE@sakilacustomer.org,3,2005-08-19 19:56:55
Foreign,374,JEREMY HURTADO,JEREMY.HURTADO@sakilacustomer.org,2,2005-08-22 16:26:53
Foreign,375,AARON SELBY,AARON.SELBY@sakilacustomer.org,3,2005-08-20 14:18:16
Foreign,377,HOWARD FORTNER,HOWARD.FORTNER@sakilacustomer.org,1,2005-08-23 20:44:10
Foreign,379,CARLOS COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,3,2005-08-23 00:49:24
Foreign,380,RUSSELL BRINSON,RUSSELL.BRINSON@sakilacustomer.org,6,2005-08-23 12:33:00
Foreign,382,VICTOR BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,1,2005-08-23 18:44:21
Foreign,383,MARTIN BALES,MARTIN.BALES@sakilacustomer.org,1,2005-08-21 20:12:43
Foreign,384,ERNEST STEPP,ERNEST.STEPP@sakilacustomer.org,5,2005-08-20 02:42:28
Foreign,385,PHILLIP HOLM,PHILLIP.HOLM@sakilacustomer.org,2,2005-08-18 19:55:09
Foreign,386,TODD TAN,TODD.TAN@sakilacustomer.org,2,2005-08-17 07:01:08
Foreign,387,JESSE SCHILLING,JESSE.SCHILLING@sakilacustomer.org,1,2005-05-26 21:13:46
Foreign,389,ALAN KAHN,ALAN.KAHN@sakilacustomer.org,2,2005-08-17 17:02:42
Foreign,391,CLARENCE GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,1,2005-05-26 23:23:56
Foreign,392,SEAN DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org,1,2005-08-17 22:45:26
Foreign,393,PHILIP CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,4,2005-08-19 14:16:18
Foreign,395,JOHNNY TURPIN,JOHNNY.TURPIN@sakilacustomer.org,1,2005-07-28 05:23:36
Foreign,396,EARL SHANKS,EARL.SHANKS@sakilacustomer.org,2,2005-08-18 09:02:41
Foreign,397,JIMMY SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,2,2005-08-18 02:58:40
Foreign,398,ANTONIO MEEK,ANTONIO.MEEK@sakilacustomer.org,3,2005-08-20 07:42:24
Foreign,399,DANNY ISOM,DANNY.ISOM@sakilacustomer.org,3,2005-07-31 08:40:54
Foreign,400,BRYAN HARDISON,BRYAN.HARDISON@sakilacustomer.org,1,2005-08-17 03:12:04
Foreign,401,TONY CARRANZA,TONY.CARRANZA@sakilacustomer.org,1,2005-08-19 08:19:21
Foreign,402,LUIS YANEZ,LUIS.YANEZ@sakilacustomer.org,1,2005-08-23 00:11:52
Foreign,403,MIKE WAY,MIKE.WAY@sakilacustomer.org,5,2005-08-21 14:59:29
Foreign,404,STANLEY SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,5,2005-08-22 11:24:09
Foreign,405,LEONARD SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,2,2005-08-21 15:24:24
Foreign,406,NATHAN RUNYON,NATHAN.RUNYON@sakilacustomer.org,1,2005-07-27 07:58:35
Foreign,407,DALE RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,2,2005-07-10 04:23:11
Foreign,410,CURTIS IRBY,CURTIS.IRBY@sakilacustomer.org,2,2005-07-30 14:48:24
Foreign,411,NORMAN CURRIER,NORMAN.CURRIER@sakilacustomer.org,1,2005-06-17 11:19:43
Foreign,413,MARVIN YEE,MARVIN.YEE@sakilacustomer.org,2,2005-08-02 01:53:59
Foreign,414,VINCENT RALSTON,VINCENT.RALSTON@sakilacustomer.org,1,2005-06-21 08:23:05
Foreign,416,JEFFERY PINSON,JEFFERY.PINSON@sakilacustomer.org,1,2005-07-12 20:37:37
Foreign,418,JEFF EAST,JEFF.EAST@sakilacustomer.org,5,2005-08-23 19:21:22
Foreign,419,CHAD CARBONE,CHAD.CARBONE@sakilacustomer.org,1,2005-07-27 14:58:27
Foreign,421,LEE HAWKS,LEE.HAWKS@sakilacustomer.org,1,2005-08-22 04:04:31
Foreign,422,MELVIN ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,3,2005-08-01 23:25:55
Foreign,423,ALFRED CASILLAS,ALFRED.CASILLAS@sakilacustomer.org,1,2005-07-08 10:33:14
Foreign,424,KYLE SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,1,2005-07-08 04:56:49
Foreign,425,FRANCIS SIKES,FRANCIS.SIKES@sakilacustomer.org,1,2005-08-22 03:47:39
Foreign,426,BRADLEY MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,1,2005-07-27 21:14:28
Foreign,429,FREDERICK ISBELL,FREDERICK.ISBELL@sakilacustomer.org,3,2005-07-28 20:23:11
Foreign,433,DON BONE,DON.BONE@sakilacustomer.org,3,2005-07-29 17:31:19
Foreign,434,EDDIE TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,2,2005-08-19 21:04:49
Foreign,435,RICKY SHELBY,RICKY.SHELBY@sakilacustomer.org,2,2005-07-06 20:26:15
Foreign,436,TROY QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,1,2005-07-31 05:30:27
